source_id,date_raw,date_parsed,time,location,country,description,references
Magonia_225,10/10/1954,1954-10-10,,"Epoisses, France",France,"Between Epoisses and Toutry, Daniel Grapin and Francois Bolatre, topographers saw a luminous sphere 3.5 m diameter on the ground near Route N454.",Quincy (Vallee)
Magonia_226,10/10/1954,1954-10-10,,"Quarouble, France",France,"Second landing here, seen by Marius Dewilde (cf. Case 144) and his 4-year-old son. A disk, 6 m diameter, about 1 m high, landed again on the tracks. Seven little men emerged and spoke in an unknown language. The craft then vanished without noise or smoke. Traces larger than the first, and symmetrical, were observed. Dewilde refused to report the case.",Personal; Magonia (Vallee)
Magonia_227,10/10/1954,1954-10-10,0630,"Charmes-la-Cote, France",France,"Roger Thiriet, jailer in Ecouvres detention center, was riding his motorcycle when he suddenly saw an aluminum colored object shaped like a plate, with a dome and two portholes. It was about 2 m in diameter and 1 m high. It took off immediately.",54 (Vallee)
Magonia_228,10/10/1954,1954-10-10,1400,"Saint-Germain-de-Livet, France",France,"A math professor, Mr. Bon, observed a silvery disk about 7 m in diameter rise silently from a point about 250 m to the side of the road. Spinning, it dived to the ground from an altitude of about 800 m, then flew off horizontally at a dizzying speed.","55, 57 (Vallee)"
Magonia_229,10/10/1954,1954-10-10,nightfall,"Saillat-sur-Vienne, France",France,Roger Gayout and family saw a very bright object come very close to the ground.,56; M 162 (Vallee)
Magonia_230,10/11/1954,1954-10-11,0130,"Doncourt-Village, France",France,"Farmers awakened by a whistling sound saw a flat object land near the woods. It soon rose very fast, vertically, and flew away. The ground was found calcined. Samples were taken by police officials for analysis.",56 (Vallee)
Magonia_231,10/11/1954,1954-10-11,0300,"Acquigny, France",France,"Two men riding motorcycles saw a bell-shaped craft about 2.5 m high, hovered 1 m above the Evreux-Louviers railroad line. The lower part was ringlike, and the object gave off reddish and greenish sparks. A burst of orange light was seen as it jumped about 10 m high, then it remained motionless for about 1 hr, during which time a third witness joined the first two. It ultimately turned brighter and flew away toward the east.",55; M 162 (Vallee)
Magonia_232,10/11/1954,1954-10-11,0415,"Fonfrede, near Chambon Feugerolles, France",France,"Baptiste Jourdy, who was making the daily collection of milk, was suddenly stopped as the engine and headlights of his truck died. He got out and saw a light above him. After it crossed the road, the headlights came on again and he was able to restart his truck.",57 (Vallee)
Magonia_233,10/11/1954,1954-10-11,0420,"Lacanche, France",France,"Mr. Labonde was driving at the intersection of D14 and D104 when he was followed by a sort of luminous globe surrounded with a reddish glow, about 2 m in size. It stayed within 25 m of the car.",58; M 158 (Vallee)
Magonia_234,10/11/1954,1954-10-11,0430,"Sassier, near La Carie, France",France,"Messrs. Gallois and Vigneron who were driving from Clamecy to Corbigny felt an ""electric shock"" as the car headlights died. They then saw a craft in a pasture 50 m away. It was cylindrical, fairly thick, and three dwarfs were standing close by. No light was seen, except a small, reddish point. Both witnesses were ""paralyzed"" until the craft left. A third witness, Mr. Chaumeau, had seen a lighted object fly over the woods at La Carie.",57; M 158 (Vallee)
Magonia_235,10/11/1954,1954-10-11,dawn,"Heimersdorf, France",France,"Anny Pracht, her sister Roselyne, and two other persons saw a luminous object on the ground. It became fiery red in color and flew away when they came near.",56; M 162 (Vallee)
Magonia_236,10/11/1954,1954-10-11,dawn,"Bauquay, France",France,A large red object was seen flying very fast at treetop level while cattle panicked. Three witnesses.,Quincy; M 162 (Vallee)
Magonia_237,10/11/1954,1954-10-11,0500,"Lavarande, Algeria",Algeria,"A large disk flying very low over a road scared two truck drivers, Messrs. Gaston Breau and Amoura, who stopped their gasoline truck and ran away into the fields while the object flew on toward Medea in silence.",59 (Vallee)
Magonia_238,10/11/1954,1954-10-11,1930,"Taupignac, France",France,"Three men driving near Taupignac got out of their car to observe an intense red sphere in the sky. Then they discovered a round machine with a dome, 6 m diameter, giving off a yellowred light, 200 m away at 10 m altitude. It was motionless and silent. It suddenly moved horizontally for a short distance and landed behind a woods. Two witnesses went closer and saw four dwarfs, 1 m tall, who seemed busy with the machine. The creatures rushed inside when the witnesses arrived within 15 m. The witnesses wae blinded by a sudden burst of light, blue, then orange, then red, and the object took off vertically at fantastic speed.",Personal (Vallee)
Magonia_239,10/11/1954,1954-10-11,2150,"Birac, France",France,"Four persons, among them Julia Juste, Maria Barbeau, and Marion Le Tanneur, of Jarnac, saw two luminous spheres flying in the same direction. Having stopped and maneuvered in midair, the larger one took on a deep red color, turned to an intense white light with a red aura, and both landed. Witnesses did not wait.",Quincy; M 160 (Vallee)
Magonia_240,10/11/1954,1954-10-11,2200,"Montbazens, France",France,"A round craft, 4 m diameter, landed in a pasture. It gave off a powerful red light, took off with a formidable acceleration when witnesses (garage owner Mr. Carriere and son; Mr. Gardelle, farmer; Mr. Ginestre, shoemaker; and two others) came close to it. Mr. Gardelle felt ""an electric shock.""","60, 61; M 162 (Vallee)"
Magonia_241,10/12/1954,1954-10-12,afternoon,"Mamora Forest, Morocco",Morocco,A French engineer driving to Port Lyautey saw a dwarf about 1.2 m in height enter an object which soon took off. The little man was wearing silver coveralls.,62 (Vallee)
Magonia_242,10/12/1954,1954-10-12,2100,"Orchamps, France",France,"A farmer, Mr. Beuc, saw a small pilot enter an object. It glided over the road for 30 m, then rose rapidly.",M 167; Carrouges 98 (Vallee)
Magonia_243,10/12/1954,1954-10-12,evening,"Montlucon, France",France,"A railroad employee,  Mr. Laugere, saw a torpedo-shaped, metallic craft on the ground near a gas-oil tank. An individual covered with hair was standing nearby, emitting sounds that were not understood. The witness went to get his friends, but the thing disappeared in the meantime.",63; M 167 (Vallee)
Magonia_244,10/12/1954,1954-10-12,2230,"Leguevin, France",France,"Jan Marty, 42, mechanic, was in his shop when he saw a luminous disk about 6.5 m diameter and 2.5 m thick, land. He tried to approach it, but the craft rose vertically and silently at an amazing speed.","62, 63 (Vallee)"
Magonia_245,10/12/1954,1954-10-12,2230,"Sainte-Marie d'Herblay, France",France,"Gilbert Lelay, 13, saw a phosphorescent cigar in a pasture and a man near it, wearing a gray suit, boots, and a gray hat. He held a flashing sphere and told Gilbert in French not to touch it. He went back inside the craft, which flew in loops and vanished.",Carrouges 103; Magonia (Vallee)
Magonia_246,10/12/1954,1954-10-12,,"Dompierre-les-Tilleuls, France",France,"A businessman, Mr. Vielle, was on Route N471 between Frasnes and Pontarlier when he saw a circular flying craft, which gave off a yellowish and a purple light. Losing altitude, the craft came very close to the ground, changed its course to southwest, and rose again in the sky.",Quincy; M 167 (Vallee)
Magonia_247,10/12/1954,1954-10-12,2330,"Vielmur, France",France,"Roger Ramond, a nightwatchman saw a great light and noticed an oval object which landed 300 m away. It looked like a fieryorange ball, illuminated the vinyard for nearly 3 hrs, then assumed a vertical position, rose slowly, hovered 30 m above ground for a few seconds, and took off at fantastic speed.",64; M 168 (Vallee)
Magonia_248,10/13/1954,1954-10-13,1930,"Crocq, France",France,"At Donjon de Montlaur, five persons, among them J. Dubois, saw a round craft maneuver, give off a blinding light. It had some openings or portholes, and seemed to land far from them.",Personal (Vallee)
Magonia_249,10/13/1954,1954-10-13,1935,"Bourrasole, France",France,"Messrs. Olivier and Perano and a third man saw a reddish disk about 4 m diameter with a small being close by, about 1.2 rn tall, wearing a diving suit: ""His head was large with respect to the rest of the body and he had two enormous eyes. The suit was bright and shiny like glass."" The craft was surrounded by a sort of misty glow. One of the men came within 2O m of it and found himself paralyzed. The craft took off, throwing him to the ground, and rose very fast.","62, 63 (Vallee)"
Magonia_250,10/14/1954,1954-10-14,,"Saint-Ambroix, France",France,"Several witnesses saw seven small beings flee into a phosphorescent object when they were approached. It took off immediately. It is claimed that ""unknown seeds"" were found at the site.",62 (Vallee)
Magonia_251,10/14/1954,1954-10-14,0630,"Shamsabad, Iran",Iran,"A man coming out of his house saw a luminous object resembling a bright star. Coming near, he observed it was an object 5 m long, near which a ""short young man"" was standing on a circular piece of metal, laughing at the witness's terrified expression. The witness was 20 m away when the craft took off at unbelievable speed.",52 (Vallee)
Magonia_252,10/14/1954,1954-10-14,1530,"Lewarde, France",France,"In Erchin Wood, Casimir Starovski, a miner, met a strange being of small height and bulky figure with large slanted eyes. Its body was covered with fur.",Anatomy 143; Magonia (Vallee)
Magonia_253,10/14/1954,1954-10-14,1815,"Biot, France",France,"A municipal employee, Jose Casella, was riding home when he suddenly found in front of him on the road an oval-shaped aluminum object about 5.5 m in diameter, 1 m high. As he applied the brakes, the object took off at very high speed. Several persons confirmed the sighting. The disk was gray, supported a dome, and emitted a soft whistle. It took off when Casella was only 6 m away.",65 (Vallee)
Magonia_254,10/14/1954,1954-10-14,nightfall,"Angles, France",France,"A farmer saw a bright object, which came almost to the ground. When he tried to approach it the object produced an intense ""screen of light"" and vanished without a noise. Several persons in Angles observed the scene.",62 (Vallee)
Magonia_255,10/14/1954,1954-10-14,nightfall,"Meral, France",France,"A farmer observed an orange sphere land and went near it. He found it was shaped like a flattened dome, 5.5 m in diameter, and gave off a blinding light, which illuminated the countryside for about 200 m. It was transparent, and a dark figure could be seen inside. After remaining at ground level for 10 min it flew north, while a bright cloud slowly fell to the ground at the site. When the witness arrived home he found his clothes covered with a white film of adhesive substance, not unlike paraffin wax.",62; M 174 (Vallee)
Magonia_256,10/14/1954,1954-10-14,nightfall,"Saint-Germain-du-Bois, France",France,Mr. Lonjarret observed a luminous orange object on the ground near a corn field.,Quincy; M 175 (Vallee)
Magonia_257,10/14/1954,1954-10-14,1930,"Chazey Wood, France",France,"South of Gueugnon, Messrs. Jeannet and Garnier saw a reddish fireball fly low over their car as their engine and headlights died.",M 175) Anatomy 130 (Vallee)
Magonia_258,10/14/1954,1954-10-14,nightfall,"Chazey Wood, France",France,"Andre Cognard, coming from Gueugnon, was blinded by a light as a diskshaped object flew low over his car.",Anatomy 130 (Vallee)
Magonia_259,10/14/1954,1954-10-14,nightfall,"Saint-Romain, France",France,"Mr. B. saw a circular craft shaped like an upside-down plate. At the same time, the engine on his motorcycle stalled. In the same area an engineer saw a luminous object coming down rapidly.",Anatomy 130 (Vallee)
Magonia_260,10/14/1954,1954-10-14,2010,"Thieulloy-la-Ville, France",France,"On the road between Thieulloy-la-Ville and Beauvais, Mr. Covemacker saw an object fly over his car as the headlights died. It went on toward the north, seemingly following a train.",Personal (Vallee)
Magonia_261,10/15/1954,1954-10-15,,"Perpignan, France",France,"Near the swimming pool in Saint-Assiscle, Damien Figueres, 56, was walking with his dogs when a reddish, luminous sphere landed 30 m away and an individual in a diving suit walked around it. The dogs barked at him. He boarded the machine, and it flew away in silence.",65; Carrouges 120 (Vallee)
Magonia_262,10/15/1954,1954-10-15,,"Boaria, Italy",Italy,"A farmer leading cows to a pond suddenly saw an object fly over his house. The cows panicked and ran away, throwing a girl to the ground, while the object emitted a burst of light. The witness ran to the house and fainted; three other persons saw the craft depart. Dark, surrounded by short blue and yellow flames, the object was egg-shaped, flew 15 m above the ground, and emitted intense heat. The little pond was found desiccated, and haystacks caught fire as it flew over, while the cattle suffered burns.",67; Plantier 104 (Vallee)
Magonia_263,10/15/1954,1954-10-15,0340,"Saint-Pierre-Halte, France",France,"A baker saw a brilliant yellow craft descend rapidly and land on the railroad tracks. It was shaped like a mushroom, about 4 m diameter, 2 m high.",62; M 180 (Vallee)
Magonia_264,10/15/1954,1954-10-15,1300,"Luino, Italy",Italy,An ovoid object made a pass over a range of trees; two caught fire.,83 (Vallee)
Magonia_265,10/15/1954,1954-10-15,afternoon,"Po-di-Gnocca, Italy",Italy,"Farmers saw a disk-shaped object land, then take off vertically. At the site was found a deep crater about 6 m in diameter. Poplar trees were partially burned. Official investigation.",65; M 181 (Vallee)
Magonia_266,10/15/1954,1954-10-15,1950,"Nimes-Courbessac Airfield, France",France,"A yellow, cigarshaped object with brilliant portholes, 30 m long, 6 m diameter, was seen on the ground. Figures with helmets covering the head could be seen inside. A sort of haze was observed at both ends of the craft.",Quincy (Vallee)
Magonia_267,10/15/1954,1954-10-15,night,"Southend, Great Britain",United Kingdom,Pat Hennessey ran away when she saw an object land on the road near Chalkwell Park. It had vanished silently when she looked back.,"M 182; Humanoids 4; FSR 62, 12 (Vallee)"
Magonia_268,10/15/1954,1954-10-15,night,"Isbergues, France",France,A steelworker observed a luminous sphere land in the countryside; it then emitted lights of various colors.,"54, 68; M 181 (Vallee)"
Magonia_269,10/15/1954,1954-10-15,night,"Fouesnant, France",France,"Truck driver Rene Le Viol saw a flat craft, shaped like an inverted plate, fly very low toward the sea. A second disk followed shortly afterward. Both emitted a red glow.",69; M 182 (Vallee)
Magonia_270,10/16/1954,1954-10-16,,"Quasso, Italy",Italy,"Two objects were seen, one of which made a pass at treetop level. It top-shaped, and a small, gesticulating human figure was seen under it. The witness was a bus driver, Mr. De Rossi.",84 (Vallee)
Magonia_271,10/16/1954,1954-10-16,,"Thin le Moutiers, France",France,"Approximate date. An object landed about 30 m away from a woman, who fainted. The witness suffered from a skin disease following the incident.",Challenge 53 (Vallee)
Magonia_272,10/16/1954,1954-10-16,,"Cier-de-Riviere, France",France,"Guy Puyfourcat, 22, who was coming back from the fields, leading a mare by the bridle, was surprised when the animal became restless. Rising from the side of the road, a gray object about 1.5 m in diameter flew over them. The mare rose about 3 m in the air, and the witness had to release the bridle. Then the animal fell like a mass and for 10 min was unable to move. At last, it rose and attempted to walk, but it was still trembling and stumbling with fear. The object had long since flown away at high speed. The witness himself had felt absolutely nothing.",Personal (Vallee)
Magonia_273,10/16/1954,1954-10-16,1730,"Mazaye, France",France,"Mr. Bachelard was driving a light truck on road D52-E between Chanat and Couhay when suddenly the engine seemed to slow down and he felt ""paralyzed."" He then saw in a field near the road a brown object about 10 m long, 2.5 m high. Silent, it gave off no light and showed no opening.",70;M 198 (Vallee)
Magonia_274,10/16/1954,1954-10-16,nightfall,"Baillolet, France",France,"Dr. Robert, while driving through this village, saw four objects, at about 300 m altitude, flying slowly in echelon formation. Suddenly one of them dropped to the ground with a dead-leaf motion, 100 m away. The witness felt an electric shock as engine and headlights died, and the car stopped when the object touched the ground. Incapable of moving, Dr. Robert saw a figure about 1.2 m tall moving in the light of the object, then all went dark. Some time later the headlights resumed operation by themselves, and Dr. Robert saw the craft take off toward the north.",71; M 185 (Vallee)
Magonia_275,10/16/1954,1954-10-16,2145,"Dompierre, France",France,"Messrs. Deschamp and Laclotre saw a craft, about 20 m diameter, 2 m high, come within 4 m of the ground for 3 or 4 min. It gave off a yellowish light and a glow extended for 4 m around.",Personal (Vallee)
Magonia_276,10/16/1954,1954-10-16,2400,"Siena, Italy",Italy,Several people saw a landed object in a meadow. It appeared phosphorescent and of large size. It took off very suddenly.,83 (Vallee)
Magonia_277,10/17/1954,1954-10-17,,"Saint-Cyr-sur-Mer, France",France,"Leon B., a city council member, saw a circular, orange craft take off from the ground.",Quincy (Vallee)
Magonia_278,10/17/1954,1954-10-17,,"O Alvito, Portugal",Portugal,"A hunter, Manuel Madeira, saw an object, which flew away as he approached it, rose in the sky, and was lost to sight.",Personal (Vallee)
Magonia_279,10/17/1954,1954-10-17,2030,"Cabasson, France",France,"A 65-year-old man was hunting with his dog, near the junction of the Brillance Canal and the Durance River, when he saw a gray object, about 4 m long and 1 m high on the ground and 40 m away. It showed a dome from which two helmeted figures emerged. The witness fled, but his dog started toward the object. The dog soon retreated, walking awkwardly as if partialIy paralyzed.",Personal (Vallee)
Magonia_280,10/17/1954,1954-10-17,2030,"Varigney, France",France,"Several witnesses, among them Mr. Beuclair a policeman, saw a bright red domeshaped object descend to ground level 20 m away. The underside showed red and white lights.",M 188 (Vallee)
Magonia_281,10/17/1954,1954-10-17,night,"Cape Massulo, Italy",Italy,"On Capri, an artist Raffael Castelle, saw a disk 5 m in diameter land on the property of Curzio Malaparte. Upon approaching it, he discovered it was not a helicopter and saw four dwarfs wearing coveralIs emerge from it. After 30 min the craft made a soft whirring sound and rose vertically, leaving blue sparks.",72 (Vallee)
Magonia_282,10/18/1954,1954-10-18,,"Cisternes-la-Foret, France",France,"J. Augard and J. Chanzotte saw an oval object with a dome, emitting a bright white light, resting in a field. When they approached it, the object rose vertically, leaving a reddish trail, and flew to the northeast.",70; M 198 (Vallee)
Magonia_283,10/18/1954,1954-10-18,,"Pont l'Abbe d'Arnoult, France",France,"Mr. Meunier, a construction supervisor, was terrified by a strange craft, which rose vertically from the ground. He said he had never been so afraid, even during the war.",73; M 196 (Vallee)
Magonia_284,10/18/1954,1954-10-18,2040,"Fontenay-Torcy, France",France,"Mr. and Mrs. Lherminier saw a cigar-shaped red object dive toward them with a reddish trail and land near the road. Upon reaching the top of the hill, they were confronted with a bulky human figure, about 1 m tall. The creature wore a helmet and his eyes were glowing with an orange light. One witness fainted on the spot. Four others saw the object in flight from separate locations. The countryside was illuminated over 2 or 3 km.",Personal; Magonia (Vallee)
Magonia_285,10/18/1954,1954-10-18,2100,"Royan, France",France,"Mr. and Mrs. Labassiere and other witnesses saw two disks in the sky, one orange and the other red, with a sort of luminous ""bridge"" between them. They landed, and one dwarf came out of each craft and went into the other without any sign. After this exchange of pilots both objects flew away with a tremendous flash.",74 (Vallee)
Magonia_286,10/18/1954,1954-10-18,2245,"Saint-Point Lake, France",France,"Miss Bourriot saw a bright red light on Route N437 near the old factory. Near it were three beings: two, dwarfs, crossed the road ahead of her; the third was a man of medium size. The craft took off, flying over the lake at high speed.",Quincy; M 197; LDLN 97; Magonia (Vallee)
Magonia_287,10/19/1954,1954-10-19,,"Livorno, Italy",Italy,"Bruno Senesi saw two shining objects emitting smoke land in a field. Out of them came small, red, monstrous beings who chased him. In a state of great excitement Senesi was brought to a hospital, where he tried to hide under a bed, screaming and trembling in terror.",85 (Vallee)
Magonia_288,10/19/1954,1954-10-19,1920,"Gorizia, Italy",Italy,"Filippo Corridoni saw a half-empty balloon at ground level near the Isonzo River. Near it, a disk 10 m in diameter was resting on a strange frame. The upper part was white with a black domelike turret, around which was a series of portholes, some illuminated with a very bright, bluish-white light, which suddenly went out as the object took off spinning and rising vertically, pulling the balloon with it.",86 (Vallee)
Magonia_289,10/19/1954,1954-10-19,2230,"Fabriano, Italy",Italy,"Two men saw a disk-shaped object, 6 m diameter, hovering and emitting small violet flashes. On top of it was a very high antenna. Two small robotlike beings, 1.2 m tall, descended from it on a long ladder. Their eyes were ""sharp"" and dark red. They said something that sounded like ""Dbano da skigyay o dbano,"" went back aboard their craft, and flew away.",87 (Vallee)
Magonia_290,10/20/1954,1954-10-20,,"Issenheim, France",France,Lucien Fisch saw an object land near Route N83. It was luminous.,Quincy; 75 (Vallee)
Magonia_291,10/20/1954,1954-10-20,0230,"Raon-l'Etage, France",France,"Forty-year-old Lazlo Ujvari was suddenly confronted by a man wearing a jacket, boots, and cloth headgear (like a pilot's) who pointed a gun at him and said something he could not understand. When Ujvari spoke to him in Russian, the man answered in the same language, asked whether he was in Spain or Italy, and how far he was from Germany. When he asked the time, Ujvari said: ""2:30."" The man took his watch and said ""You lie; it's 4:00."" Then he wanted to know how far and in what direction Marseilles was. He made Ujvari walk on the road with him, and they came close to a gray craft with an antenna on top. When he was about 200 m away, he heard a soft whistling sound and saw it fly straight up, then take an oblique trajectory.",Carrouges 99; Magonia (Vallee)
Magonia_292,10/20/1954,1954-10-20,,"Lusigny Forest, France",France,"Roger Reveille saw an oval object, 6 m long, at treetop level, and felt intense heat from it. It took off vertically at great speed. Inside the woods, the heat had become intolerable and a cloud of dense smoke was forming under the rain. After 15 min the witness was able to approach the site, and he found the trees, grass, and ground perfectly dry.",Quincy; M 204 (Vallee)
Magonia_293,10/20/1954,1954-10-20,,"Saint-Valery, France",France,"Several unknown objects maneuvered for 2 hrs near this village. One of them was very brilliant and landed in a pasture. Two others were seen near the cliff in Mers, and seemed to be in communication by means of light signals with objects in another group.",75 (Vallee)
Magonia_294,10/20/1954,1954-10-20,1830,"Turquenstein, France",France,"Mr. Schoubrenner, 25, a truck driver, saw a bright light in the distance and soon found his road blocked by a strange object. The engine died, and he felt paralyzed: ""My hands were as though glued to the wheel."" The craft looked like an inverted cone, the lower part phosphorescent, the middle dull, the top luminous with a yellow or orange point.",76; M 204 (Vallee)
Magonia_295,10/20/1954,1954-10-20,night,"Panavicino d'Erba, Italy",Italy,"Renzo Pugina, 37, bad just put his car in the garage when he saw a strange being covered with a ""scaly"" luminous suit, about 1.3 m tall, standing near a tree. The creature aimed the beam from a sort of flashlight at him, and he felt paralyzed, until a motion he made when clenching his fist on the garage keys seemed to free him. He attacked the intruder, who rose and fled with a soft whirring sound. An oily spot was found at the site.",77;Magonia (Vallee)
Magonia_296,10/21/1954,1954-10-21,,"Pons, France",France,"An egg-shaped object, about 5.5 m diameter, hovered and landed near the road. Two dwarfs, about 1.25 m tall, emerged from it, and went back inside almost immediately. The craft took off vertically leaving a red trail.",78 (Vallee)
Magonia_297,10/21/1954,1954-10-21,,"Melito, Italy",Italy,"A young man walking in a field heard a rustling noise and saw a strange craft land nearby. Getting closer to investigate, he saw a pilot with a diving suit coming out of the craft, which emitted bronze-green rays of light, flooding the whole countryside. The witness was paralyzed. A dog barking about 100 m away caused the rapid escape of the pilot into the craft, which took off.",88 (Vallee)
Magonia_298,10/21/1954,1954-10-21,1645,"Ranton, Great Britain",United Kingdom,"Near Shrewsbury, Jennie Roestenberg and her two children observed a diskshaped, aluminum object hovering above the house. Through two transparent panels they saw two men with white skin, long hair to their shoulders, and very high foreheads. They wore transparent helmets and turquoise-blue clothing, resembling ski suits. The object hovered at a tilted angle while the two occupants looked at the scene ""sternly, not in an unkind fashion, but almost sadly, compassionately.""",Humanoids 4 (Vallee)
Magonia_299,10/21/1954,1954-10-21,2000,"Criteuil-la-Madeleine, France",France,"The car driven by a bricklayer, Mr. Fillonnau, stoped as a large ball of fire flew near it. A violent air displacement was felt. ""The battery was dead and the headlights were burned out."" Thorough police investigation failed to identify the cause of the phenomenon.",79 (Vallee)
Magonia_300,10/21/1954,1954-10-21,2130,"Pouzou, France",France,"Between Serifere and Paille, a man from Cherbonnieres suddenly felt painful pricklings similar to electric shocks and his 4-year-old child started crying. They felt increasing pain as the car went on, and suddenly the engine died and the lights went off. They were blinded by a strong red light, which turned orange. It came from an object hovering above the road, and everything returned to normal when it went away.",80; M 341 (Vallee)
Magonia_301,10/23/1954,1954-10-23,,"Saint-Hilaire-des-Loges, France",France,"Mrs. Boeuf was coming out of her farmhouse when she saw a luminous disk in the sky and alled her family. When everyone saw the object come closer, they locked all doors and spent a sleepless night. They did not observe the object's departure.",81 (Vallee)
Magonia_302,10/23/1954,1954-10-23,0100,"San Giovanni Vesuviano, Italy",Italy,"Two persons in a car saw an object resting by fhe side of the road. They stopped and walked toward the craft, 2 m diameter, which suddenly changed its clear light into a red glow and took off.",89 (Vallee)
Magonia_303,10/23/1954,1954-10-23,0300,"Tripoli, Libya",,"A farmer saw a flying craft descend to ground level about 50 m away, with a sound like that of a compressor. It was an egg-shaped machine with six wheels and complex machinery. The top half was transparent, flooded with bright white light. Aboard were six men in yellowish coveralls, having human faces and masks. When he touched part of the craft, the witness felt a strong electric shock. One of the occupants motioned for him to stay away. For the next 2O min, the witness was able to observe the six men, apparently busy with instruments. Reliable investigations were made.",Personal; Magonia (Vallee)
Magonia_304,10/24/1954,1954-10-24,,"Ain-el-Turck, Algeria",Algeria,A small man with strange glowing eyes was seen on the Mediterranean shore.,Quincy (Vallee)
Magonia_305,10/24/1954,1954-10-24,1730,"Les Egots, France",France,"Near Sainte Catherine, a child saw a man emerge from a strange craft. He was ""dressed in red, his clothes looked like iron. He walked with his legs stiff, had long hair and a hairy face. His eyes were large, like those of the cows.""",Personal (Vallee)
Magonia_306,10/24/1954,1954-10-24,2100,"Biozat, France",France,"Between Biozat and Effiat, on the road from Clermont to Vichy, the engine of a motor scooter died as an egg-shaped object took off from the side of the road and rose without noise, leaving a bright trail behind.",Personal (Vallee)
Magonia_307,10/25/1954,1954-10-25,,"Plemet, France",France,"Approximate date. A. Treussard and a friend were almost blinded by a luminous disk, which landed in a pasture.",Personal (Vallee)
Magonia_308,10/25/1954,1954-10-25,0600,"Northern Italy, exact place unknown",,"Ulderico Cardinali saw a disk-shaped craft among the reeds of a swamp. It was 2 m in diameter, and near it was a small being, 1.40 m tall, clad in yellowish-brown coveralls. This creature went inside the machine, which took off at very high speed, touching the tops of the reeds.",90 (Vallee)
Magonia_309,10/25/1954,1954-10-25,1830,"Arraye-et-Han, France",France,"G. Mahou, municipal muncilor, 30, saw a phosphorescent craft shaped like a brooder, about 2 m in diameter, 1 m high, rise vertically from the road, leaving a luminous trail.",91 (Vallee)
Magonia_310,10/26/1954,1954-10-26,,"Angouleme, France",France,"Vincent Casamajou and his wife saw a large cauldron-shaped craft, the size of a truck (about 7 m) at 50 m distance, near the road, 18 km from this town, going toward Paris. It took off without noise, leaving a white trail.",9Z (Vallee)
Magonia_311,10/26/1954,1954-10-26,evening,"La Madiere, France",France,"Aime Boussard, 47, a farmer, was suddenly confronted with an individual of normal height (1.60 m) wearing a sort of diving suit with a pale-green light on either side of the helmet. The individual aimed at the witness the beam of two blue lights, and he was thrown backward. No craft was observed.",92 (Vallee)
Magonia_312,10/26/1954,1954-10-26,2030,"Les Metairies, France",France,"Approximate date. At this place situated near Saint Quirin, Mrs. Louis and her sons Marc and Yvon observed an orange craft, 6 m diameter and 3 m high, fly over them as their tractor engine died. The lights also went out, and the battery was found dead after the sighting.",Personal (Vallee)
Magonia_313,10/26/1954,1954-10-26,2130,"Heiteren, France",France,Mrs. Spinner and another witness saw a flying object come from the west and land 1 km away.,Personal (Vallee)
Magonia_314,10/27/1954,1954-10-27,,"Linzeux, France",France,A shop owner and his employee felt an electric shock as a very bright object flying very low stopped the engine and turned off the lights on their car.,92; M 204 (Vallee)
Magonia_315,10/27/1954,1954-10-27,,"Mezieres, France",France,"Policemen saw a craft, which took off from the ground. No details were given.",Personal (Vallee)
Magonia_316,10/27/1954,1954-10-27,1400,"Ciolica Alta, Italy",Italy,"A young man named Fabrizio Bruni heard a strange hissing sound and saw an object in a field. It was stationary, 1 m above the ground, seemed transparent and emitted a blinding glare. The witness fell on the ground ""because of his strong emotions"" at the sight. The object took off vertically and suddenly, leaving a trail. Very white, glistening threads were found on the ground.",93 (Vallee)
Magonia_317,10/27/1954,1954-10-27,1930,"Les-Jonquerets-de-Livet, France",France,"A farmer, Gilbert Hee, was gathering pears when he suddenly saw an elongated object with a light at both ends resting in the pasture. He dared not investigate, but he saw cows gathering around the object. A minute later, the lights went out, and the witness lost interest and went home. Two hours later, an 18-year-old man named Cheradame fell from his motorcycle as it suddenly failed at the same spot, and alerted neighbors saw the object again. It had moved only slightly and two occupants were seen. They were about 1 m tall, walked in stiff fashion, and had clothes resembling bright armor. They vanished suddenly, and the craft took off without noise.",Personal (Vallee)
Magonia_318,10/27/1954,1954-10-27,2030,"Moussey, France",France,An object was seen on the ground by a schoolboy and his school director. Triangular traces were reported.,53 (Vallee)
Magonia_319,10/27/1954,1954-10-27,2315,"Oye-Plage, France",France,"On Route N40, the Mayor's secretary saw for 15 min a bright, cigar-shaped object, flying very low and following the turns of the road at 20 m altitude. Suddenly it tumed at a right angle from the road and flew away.",Personal (Vallee)
Magonia_320,10/27/1954,1954-10-27,2330,"Grosseto, Italy",Italy,"Near Grosseto, Ermellina Lanzillo, who was looking for her cat, saw from her window a strange entity standing in the garden. The being appeared fat and had narrow shoulders, apelike eyes, and a head like a diving helmet. Paralyzed with terror, she regained self-control when called by her niece and withdrew from the window.",94 (Vallee)
Magonia_321,10/29/1954,1954-10-29,0745,"Mesples, France",France,"A 14-year-old child sought asylum in the farmhouse owned by Mrs. Gentil, crying that he had been chased by a saucer. A disk three times as large as the sun, red and purple, spinning rapidly, was seen descending swiftly toward the ground and then it vanished. Investigation by local police.",Personal (Vallee)
