source_id,date_raw,date_parsed,time,location,country,description,references
Magonia_88,1/1952,1952-01,2230,"Weston, Wyoming",United States,"A 38-year-old rancher saw a ""shooting star"" that suddenly stopped in mid-air between him and a mountain. It was seen spinning in a clockwise direction. It had one red window periodially facing the observer. It went down toward the Little Powder River and came up again. The witness turned his car to send light signals, to which the object seemed to respond by stopping its red window facing the witness's location. Spinning resumed, the object rose and came down. A similar craft arrived and both went into the deep valley, out of sight.",Atic (Vallee)
Magonia_89,Early 1952,1952,2242,"Goose Bay, Labrador",,"A fiery, spherical object made a right-angle turn during an observation by a C-54 crew flying from Westover to Goose Bay. It was also seen from the ground by the control tower and by two men who plunged to the earth when the object made a low pass at them. It went away at 2247.",Quincy (Vallee)
Magonia_90,Summer 1952,1952,0300,"Itenhaem, Brazil",Brazil,"A woman was awakened by a thunderclap and a strong bluish light. As she got out, she saw a large number of hovering disk-shaped machines resembling ""inverted soup plates"" 200 m away at an altitude of about 1 m. She observed them for 30 min, saw two figures standing on one of the craft and looking at the sky. They went back inside, and shortly thereafter the ""fleet"" took off, one object at a time.","FSR 68,1 (Vallee)"
Magonia_91,Summer 1952,1952,,"Martin County, Texas",United States,"Mrs. Rogers saw an object descend slowly and pass across a pasture at 7 m altitude. She stopped her car and observed it was ""wobbling"" in mid-air, was shaped like a turtle, and showed three oarlike protrusions that moved slowly. Estimated dimensions:  5 by 4 m, 1 m thick. It was greenish-gray in color, emitted a blue flame, but showed no other light.",Barker 78 (Vallee)
Magonia_92,6/15/1952,1952-06-15,,"Magneville, France",France,"Men at work in the forest saw large, circular objects similar to parachutes coming down. Half a dozen witnesses.","France-Soir Jun. 18, 52 (Vallee)"
Magonia_93,7/11/1952,1952-07-11,,"Hasselbach, Germany",Germany,"Oscar Linke, former Wehrmacht major, and his daughter Gabrielle, 11, had to leave their motorcycle when they had a flat tire. Inside the woods the girl noticed two men in silvery suits examining the ground in a clearing near a pink disk-shaped object, 8 m in diameter, showing a double row of openings around the rim and a black turret on top. One of the men had a flashing box. Both men went inside, and the disk vibrated, rose along the turretlike cylinder, then spun faster and rose out of sight.",Guieu 52 (Vallee)
Magonia_94,7/20/1952,1952-07-20,0030,"Dai-el-Aouagri, Morocco",Morocco,"Approximate date. R. Petijean saw a luminous object, 20 m diameter, on the ground. It gave off bluish flashes as it took off, leaving a smell of burning sulphur.",Quincy (Vallee)
Magonia_95,7/24/1952,1952-07-24,night,"Vico, Italy",Italy,"A man who was fishing in the Serchio River saw a disk hovering for 10 min. From it hung a hose that plunged into the water. The object was 20 m in diameter, with five propellers in the rear and a dome with something like blades on top. An orange glow could be seen through slits along the deck. A man wearing a diving helmet looked at the witness through a window, and he received a kind of electric shock as a ""green ray"" hit him. He looked up with difficulty, in time to see the object fly away toward the east. Six days later a stranger with a foreign accent contacted the witness and intimidated him.","FSR 69,1 (Vallee)"
Magonia_96,7/29/1952,1952-07-29,,"Enid, Oklahoma",United States,Sidney Eubank went to the Enid police station and told Sergeant Vern Bennell that an enormous disk had buzzed his car as he drove between Bison and Waukonis on Highway 81. The rush of air made the car leave the road while the object flew west very fast.,Anatomy 134 (Vallee)
Magonia_97,8/19/1952,1952-08-19,evening,"West Palm Beach, Florida",United States,"Ronny Desvergers saw a large, round, dark object above him in a clearing. It had a turret on top. Red balls of light were emitted by the object and burned him. He also observed a ""hideous"" creature aboard the craft. Grass roots were scorched at the site.",Ruppelt 222; Magonia (Vallee)
Magonia_98,8/24/1952,1952-08-24,0600,"Frontenac, Kansas",United States,"A man driving through a wood encountred a strange object and stopped to observe it. It looked like two turtle shells glued together, about 25 m long, with a humanoid creature in what appeared to be a control cabin in front. Windows lighted by an intense blue light and a throbbing sound were also reported. The object was oscillating and suddenly flew straight up with a strong humming noise. The middle section supported what looked like propellers. The object hovered 3 m above ground.",Atic (Vallee)
Magonia_99,8/27/1952,1952-08-27,,"Lamberton, North Carolina",United States,"A saucer-shaped craft, 3 by 2 m, landed on the witness's property after hitting a chimney. A little man, about 70 cm tall, emerged and was asked whether he was hurt, but he did not answer. The craft took off with a whistling sound.",Wilkins A 268 (Vallee)
Magonia_100,8/31/1952,1952-08-31,,"Pennsylvania, exact location unknown",,Herbert Long saw an object land 15 m away from the road. He made a drawing of it.,Wilkins A 257 (Vallee)
Magonia_101,9/12/1952,1952-09-12,sunset,"Flatwoods, West Virginia",United States,"A group of young people saw a ""meteor"" land on top of a hill and went to the site with Kathleen Hill and three men. They observed a globe as large as a house making a throbbing or hissing sound and a huge figure with glowing orange eyes nearby. About 4 m tall, the figure had a red face and ""floated"" toward the witnesses, who fled in terror. A lingering smell and skid marks were found.",Humanoids 52 (Vallee)
Magonia_102,9/13/1952,1952-09-13,,"Frametown, West Virginia",United States,"Mr. and Mrs. George Snitowski and their little girl suddenly found their car stalled, and an unpleasant smell (ether mixed with sulphurous smoke) filled the air. Mr. Snitowski thought a chemical plant might be burning in the area and walked toward a strong light visible in the woods, in spite of the nauseous smell. Coming near it, he felt pricklings throughout his body, had to stop, lost his balance several times as he returned to the carwhere he found his wife terrified, pointing to a giant creature (3 m tall), human-shaped, 10 m away. They locked the car as ""it"" inspected the vehicle, glided away and went into the woods. Soon afterward, the sphere of light was observed to rise gradually, to swing like a pendulum, and to leave a luminous trail.",Paul Lieb (Vallee)
Magonia_103,10/15/1952,1952-10-15,1910,"Le Vigan, France",France,"Approximate date. Figures with helmets and masks were seen through lighted windows inside a bright yellow, cigar-shaped object on the ground. Length 30 m, diameter 6 m. Forward section was rounded, and a sort of fog was noted at both ends of object.",Quincy; Anatomy 62 (Vallee)
Magonia_104,10/27/1952,1952-10-27,0203,"Marignane Airport, France",France,"Customs officer Gabriel Gachignard observed a cigar-shaped object land briefly on the airfield 100 m away, producing a dull sound. The object was dark with four lighted windows. It took off with a ""swish"" and a shower of sparks when the witness ran toward it.",Challenge 6 (Vallee)
Magonia_105,11/1952,1952-11,,"Dublin, Ireland",Ireland,"A child was burned when a strange disk, 25 cm in diameter, landed near Dublin.",Personal (Vallee)
Magonia_106,11/18/1952,1952-11-18,,"Castelfranco, Italy",Italy,"Nello Ferrari, 41, a farmer, found himself flooded with a reddish light and saw a large plate 10 m above him, between gold and copper in color. At the center of the bottom surface, 20 m in diameter, was a cylinder of 5 m diameter made of rapidly rotating parts, producing a noise similar to that of an electric motor. On the upper surface was a turret inside which three occupants were visible, looking directly at the witness. They looked perfectly human, wore rubber coveralls and transparent face masks. They spoke a few words, which were not understood; a loud metallic noise was heard; and the top part of the object lowered itself toward the lower plate. The sound gained intensity, and the craft flew vertically at very high speed.",102 (Vallee)
Magonia_107,11/21/1952,1952-11-21,,"Belle-Ile, France",France,"At a place alled ""La Butte"" a luminous sphere, which seemed to spin, its color changing from orange to white, was seen at low altitude. It oscillated left and right, then took off toward the southwest, according to the witness, Mr. Gauci.",Challenge 56 (Vallee)
Magonia_108,1/29/1953,1953-01-29,,"Conway, South Carolina",United States,"Hearing a commotion in his barn, a farmer observed an object about 7 m long and 4 m wide at treetop level. It was light gray in color and lit up inside. It resembled a half egg. The witness fired his gun at the object. Numerous livestock died ""mysteriously"" in the area after the sighting.",Personal (Vallee)
Magonia_109,5/20/1953,1953-05-20,1830,"Brush Creek, California",United States,"Two miners, John Q. Black, 48, and John Van Allen, reported that an object, silvery, 2.5 m in diameter, 2 m thick, with a tripod landing gear, landed on a sand bar 50 m away from  them. An  occupant described  as  a broadshouldered dwarf wearing clothing that covered the head and the trunk was also seen. His arms and legs were covered with  tweedlike cloth fastened at the wrists and ankle. He filled a shiny pail with water and handed it to someone inside the craft. He then appeared to notice Black and jumped into the craft, which made a hissing sound and departed.",Humanoids 53 (Vallee)
Magonia_110,6/18/1953,1953-06-18,0230,"Houston, Texas",United States,"Howard Phillips, Hilda Walker and Judy Meyers saw in a garden at 118 East Third Street a strange ""shadow"" on the lawn which resembled a ""flying man,"" and they watched it take off.",Wilkins A 261 (Vallee)
